# ARK Zero-Parameter Inverse Solver V5.4 (Final)
# alpha = 4pi/3 = 4.188790 (DERIVED)
# Free parameters: 0
# Upsilon_disk = 0.5, Upsilon_bulge = 0.7
# Global r = 0.8922, Global RMS = 34.8 km/s
# chi2/N (composite) = 7.6581
#
# Galaxy                Rad     Vobs     errV  Vbar_meas  Vbar_pred     kappa     Vgas    Vdisk     Vbul
#                       kpc     km/s     km/s       km/s       km/s               km/s     km/s     km/s
  UGC05414            2.740    51.80     2.46     31.095     29.885    0.6288    20.26    33.36     0.00
  UGC05414            3.420    56.80     2.44     32.429     35.187    0.7414    21.81    33.94     0.00
  UGC05414            4.110    61.40     2.44     33.681     41.877    0.9510    23.37    34.30     0.00
  UGC05716            1.030    39.15     4.06     15.745     26.386    0.8076     3.65    21.66     0.00
  UGC05716            2.070    49.15     1.65     20.883     35.148    0.9359     7.45    27.59     0.00
  UGC05716            3.090    55.05     0.60     22.056     39.964    1.0000    11.19    26.88     0.00
  UGC05716            4.130    59.35     0.41     23.193     42.226    1.0000    14.76    25.30     0.00
  UGC05716            5.160    63.85     0.46     24.914     44.474    1.0000    18.24    24.00     0.00
  UGC05716            6.200    68.20     0.86     26.691     46.385    1.0000    21.81    21.76     0.00
  UGC05716            7.230    71.70     1.07     28.869     47.473    1.0000    25.20    19.92     0.00
  UGC05716            8.260    73.50     1.07     30.555     47.210    1.0000    27.64    18.42     0.00
  UGC05716            9.280    73.15     1.00     31.413     45.462    1.0000    28.96    17.21     0.00
  UGC05716           10.340    72.50     0.74     31.571     43.424    1.0000    29.43    16.16     0.00
  UGC05716           11.400    73.00     1.07     30.912     41.969    1.0000    28.96    15.29     0.00
  UGC05716           12.370    74.70     2.09     29.683     41.117    1.0000    27.83    14.60     0.00
  UGC05721            0.090    16.50     4.57     11.823     10.775    0.7093     1.23    16.63     0.00
  UGC05721            0.270    38.50     6.88     23.077     25.687    0.7434     3.67    32.22     0.00
  UGC05721            0.450    47.40     4.57     29.098     32.572    0.7937     5.99    40.27     0.00
  UGC05721            0.630    55.50     4.57     31.804     39.337    0.8519     8.14    43.48     0.00
  UGC05721            0.810    56.40     5.45     32.752     41.179    0.9136    10.08    44.07     0.00
  UGC05721            0.990    59.80     4.57     33.055     44.805    0.9734    11.72    43.71     0.00
  UGC05721            1.170    67.80     4.57     33.908     51.125    1.0000    13.25    44.14     0.00
  UGC05721            1.350    76.40     4.57     33.962     57.115    1.0000    15.37    42.83     0.00
  UGC05721            1.530    81.20     4.57     34.347     60.108    1.0000    18.44    40.98     0.00
  UGC05721            1.710    82.20    19.20     34.757     60.223    1.0000    21.32    38.82     0.00
  UGC05721            1.890    82.60     4.57     34.214     59.891    1.0000    22.09    36.95     0.00
  UGC05721            2.070    82.30     4.57     32.140     59.060    1.0000    20.36    35.17     0.00
  UGC05721            2.250    82.10     4.57     29.868     58.315    1.0000    17.96    33.75     0.00
  UGC05721            2.670    81.40     4.57     28.542     56.452    1.0000    18.44    30.81     0.00
  UGC05721            3.150    79.30     4.57     28.395     53.528    1.0000    20.36    27.99     0.00
  UGC05721            3.610    78.50     4.57     27.517     51.634    1.0000    20.55    25.88     0.00
  UGC05721            4.040    78.20     4.57     26.938     50.171    1.0000    20.74    24.31     0.00
  UGC05721            4.490    78.10     4.57     27.109     48.756    1.0000    21.71    22.96     0.00
  UGC05721            4.930    78.20     4.57     27.983     47.448    1.0000    23.34    21.83     0.00
  UGC05721            5.380    78.30     4.57     28.671     46.039    1.0000    24.59    20.85     0.00
  UGC05721            5.860    78.60     4.57     28.511     44.543    1.0000    24.78    19.94     0.00
  UGC05721            6.280    78.90     4.57     28.103     43.138    1.0000    24.59    19.24     0.00
  UGC05721            6.740    79.50     4.57     27.870     41.577    1.0000    24.59    18.55     0.00
  UGC05750            0.310     3.10     4.50      3.033      1.907    0.6759     1.00     4.05     0.00
  UGC05750            1.470    15.70     8.50     12.686      9.717    0.6844     4.69    16.67     0.00
  UGC05750            2.520    28.00    10.00     16.968     17.535    0.7022     7.69    21.39     0.00
  UGC05750            3.350    36.00    11.00     19.809     22.847    0.7231     9.58    24.52     0.00
  UGC05750            4.090    43.60     4.50     20.883     28.026    0.7444    11.47    24.68     0.00
  UGC05750            4.820    49.80     4.50     23.010     32.369    0.7646    13.00    26.85     0.00
  UGC05750            6.600    61.50     4.50     29.708     41.308    0.8298    16.38    35.05     0.00
  UGC05750            7.860    68.10    12.20     33.031     46.638    0.8772    18.53    38.67     0.00
  UGC05750            9.430    73.40    12.20     36.675     51.538    0.9480    20.89    42.63     0.00
  UGC05750           11.430    77.60    11.00     36.285     54.700    1.0000    23.34    39.29     0.00
  UGC05750           22.850    78.90    11.00     41.458     45.928    1.0000    36.96    26.56     0.00
  UGC05764            0.360    21.45     1.99      4.688     14.244    0.7358     2.75     5.37     0.00
  UGC05764            0.730    31.30     1.58      9.425     21.586    0.8028     6.05    10.22     0.00
  UGC05764            1.090    41.70     1.16     12.401     30.048    0.8953     9.40    11.44     0.00
  UGC05764            1.450    48.35     0.44     15.075     36.137    1.0000    12.81    11.24     0.00
  UGC05764            1.810    50.60     0.37     17.970     36.897    1.0000    16.05    11.43     0.00
  UGC05764            2.170    54.05     0.59     20.152     38.306    1.0000    18.46    11.43     0.00
  UGC05764            2.540    55.80     0.76     21.598     38.181    1.0000    20.04    11.39     0.00
  UGC05764            2.900    54.55     0.71     22.218     35.894    1.0000    20.71    11.38     0.00
  UGC05764            3.260    50.00     2.65     21.760     31.597    1.0000    20.29    11.12     0.00
  UGC05764            3.620    49.90     2.77     21.159     30.231    1.0000    19.63    11.17     0.00
  UGC05829            0.630    14.80     5.06      4.791     10.555    1.0000    -2.24     7.48     0.00
  UGC05829            1.260    27.20     5.06      8.469     19.227    1.0000    -3.70    13.07     0.00
  UGC05829            1.880    34.10     5.06     12.450     23.811    1.0000     3.88    16.73     0.00
  UGC05829            2.520    38.80     5.06     13.182     26.714    1.0000    -2.84    19.07     0.00
  UGC05829            3.140    42.80     5.06     18.222     29.036    1.0000    11.17    20.36     0.00
  UGC05829            3.770    47.90     5.06     22.869     31.949    1.0000    17.24    21.25     0.00
  UGC05829            4.400    51.90     5.06     25.694     33.943    1.0000    20.77    21.39     0.00
  UGC05829            5.030    57.60     5.06     30.193     36.793    1.0000    26.16    21.32     0.00
  UGC05829            5.650    60.70     5.06     34.487     37.704    1.0000    31.16    20.90     0.00
  UGC05829            6.290    65.60     5.06     36.660     39.334    1.0000    33.70    20.41     0.00
  UGC05829            6.910    68.60     5.06     37.434     39.401    1.0000    34.59    20.24     0.00
  UGC05918            0.560    16.90     3.93      6.051     10.290    0.6451     3.56     6.92     0.00
  UGC05918            1.110    27.40     3.93      8.740     17.362    0.7043     3.93    11.04     0.00
  UGC05918            1.670    33.50     3.93     10.361     22.359    0.7950     3.56    13.76     0.00
  UGC05918            2.230    36.40     3.93     14.385     25.722    0.9185     8.55    16.36     0.00
  UGC05918            2.790    39.80     3.93     16.752     28.681    1.0000    12.27    16.13     0.00
  UGC05918            3.340    41.20     3.93     17.029     28.860    1.0000    12.47    16.40     0.00
  UGC05918            3.900    42.60     3.93     18.319     28.867    1.0000    13.27    17.86     0.00
  UGC05918            4.460    44.50     3.93     19.716     28.968    1.0000    15.66    16.94     0.00
  UGC05986            0.630    29.50     2.53     22.838     21.985    0.9837    -2.22    32.45     0.00
  UGC05986            1.260    50.80     3.76     29.506     37.905    1.0000    -8.54    43.44     0.00
  UGC05986            1.880    68.20     2.58     37.926     50.382    1.0000    -2.13    53.72     0.00
  UGC05986            2.510    84.30     2.28     47.208     61.455    1.0000     8.88    65.57     0.00
  UGC05986            3.130    95.30     2.01     50.820     68.372    1.0000    11.55    69.99     0.00
  UGC05986            3.770   106.00     3.58     52.395     74.568    1.0000    16.04    70.54     0.00
  UGC05986            4.390   112.00     4.25     54.860     77.055    1.0000    20.82    71.78     0.00
  UGC05986            5.020   115.00     3.18     56.037     77.140    1.0000    24.30    71.41     0.00
  UGC05986            5.650   116.00     2.32     54.249     75.680    1.0000    25.40    67.79     0.00
  UGC05986            6.280   116.00     2.01     51.832     73.429    1.0000    24.60    64.52     0.00
  UGC05986            6.900   116.00     2.28     50.174     71.084    1.0000    25.50    61.11     0.00
  UGC05986            7.540   114.00     3.05     47.433     67.359    1.0000    25.70    56.38     0.00
  UGC05986            8.160   112.00     3.69     44.930     63.704    1.0000    24.60    53.17     0.00
  UGC05986            8.790   109.00     5.10     43.620     59.471    1.0000    24.90    50.65     0.00
  UGC05986            9.410   107.00     6.39     44.168     55.852    1.0000    27.79    48.55     0.00
  UGC05999            3.480    46.20     5.00     30.436     22.369    0.4310    13.28    38.73     0.00
  UGC05999            6.940    81.10     5.00     36.690     41.739    0.4817    23.37    40.00     0.00
  UGC05999           10.420    91.20     5.00     42.068     51.274    0.5720    31.30    39.75     0.00
  UGC05999           13.890    97.70     5.00     43.585     60.952    0.7173    35.52    35.72     0.00
  UGC05999           16.220   100.00     5.00     52.587     67.797    0.8786    46.95    33.50     0.00
  UGC06399            0.870    24.80     6.50     14.671     16.704    0.8001     2.79    20.37     0.00
  UGC06399            1.740    46.20     5.60     23.765     31.995    0.8573     5.75    32.61     0.00
  UGC06399            2.610    60.50     5.80     27.770     43.637    0.9543     9.11    37.10     0.00
  UGC06399            3.500    69.60     3.90     33.011     50.397    1.0000    13.36    42.69     0.00
  UGC06399            4.370    77.50     3.70     35.426     54.792    1.0000    16.60    44.26     0.00
  UGC06399            5.240    82.90     4.50     37.557     56.954    1.0000    20.91    44.12     0.00
  UGC06399            6.110    84.10     4.90     38.698     55.904    1.0000    23.38    43.61     0.00
  UGC06399            6.980    85.60     4.90     38.859     54.813    1.0000    23.92    43.31     0.00
  UGC06399            7.850    87.60     4.90     38.649     53.672    1.0000    25.86    40.62     0.00
  UGC06446            0.580    31.30     6.30     15.097     21.959    0.8390     0.00    21.35     0.00
  UGC06446            1.160    54.80     5.80     20.942     40.028    0.9267     2.75    29.36     0.00
  UGC06446            1.740    61.10     4.10     22.639     45.704    1.0000     6.18    30.80     0.00
  UGC06446            2.330    63.90     4.10     23.695     47.077    1.0000     7.45    31.81     0.00
  UGC06446            2.910    67.20     4.10     26.543     48.793    1.0000    14.25    31.67     0.00
  UGC06446            3.490    70.40     3.60     28.219     50.361    1.0000    16.89    31.97     0.00
  UGC06446            4.070    73.70     3.60     27.408     51.902    1.0000    15.31    32.15     0.00
  UGC06446            4.650    78.00     4.10     29.064     53.997    1.0000    18.83    31.31     0.00
  UGC06446            5.230    80.80     4.10     31.416     54.885    1.0000    23.23    29.91     0.00
  UGC06446            5.810    80.50     3.60     32.973     53.591    1.0000    26.13    28.44     0.00
  UGC06446            6.400    81.30     3.60     34.894     52.976    1.0000    28.95    27.55     0.00
  UGC06446            6.980    82.10     4.60     36.582     52.302    1.0000    31.41    26.52     0.00
  UGC06446            7.620    82.80     4.60     38.503     51.341    1.0000    34.05    25.42     0.00
  UGC06446            8.280    84.90     5.50     38.552     51.020    1.0000    34.49    24.36     0.00
  UGC06446            8.900    84.30     5.50     36.064     49.018    1.0000    32.03    23.44     0.00
  UGC06446            9.520    83.20     7.00     36.047     46.675    1.0000    32.29    22.66     0.00
  UGC06446           10.220    80.10    10.80     36.442     43.032    1.0000    33.08    21.62     0.00
  UGC06614            3.230   194.00    16.70    209.411     91.726    0.4456    -7.97    37.15   248.50
  UGC06614            9.180   172.00     8.10    158.439     94.571    0.5941   -15.63    83.53   176.71
  UGC06614           10.640   170.00    10.70    151.252     94.864    0.6142   -16.24    92.09   164.32
  UGC06614           11.580   170.00     6.80    148.450     95.133    0.6193   -16.14    99.29   157.52
  UGC06614           12.520   171.00     6.80    147.043     95.542    0.6189   -16.04   107.74   151.54
  UGC06614           13.570   172.00    12.10    147.852     95.618    0.6144   -16.04   120.80   145.51
  UGC06614           15.760   174.00    19.60    145.554     96.961    0.6206   -15.53   131.65   135.02
  UGC06614           24.940   193.00    23.20    121.061    116.051    0.7477    18.69   111.71   107.35
  UGC06614           26.300   194.00    23.00    118.116    114.502    0.7253    21.04   108.26   104.53
  UGC06614           34.960   201.00     7.20    105.910    126.274    0.8677    34.22    92.64    90.67
  UGC06614           36.840   202.00    17.10    103.928    123.738    0.8372    37.39    88.80    88.32
  UGC06614           47.380   205.00    16.00    100.154    130.332    1.0000    54.35    75.25    77.88
  UGC06614           64.590   204.00    16.00     94.159    114.138    1.0000    61.29    63.17    66.70
  UGC06628            1.100    26.90     8.27     20.776     13.939    0.4733     3.02    29.07     0.00
  UGC06628            2.200    38.00     8.27     26.076     21.184    0.5429    -3.24    37.16     0.00
  UGC06628            3.300    40.50     8.27     31.683     24.496    0.6403    12.42    41.22     0.00
  UGC06628            4.390    41.40     8.27     35.793     27.126    0.7657    16.39    45.00     0.00
  UGC06628            5.500    42.30     8.27     38.351     30.242    0.9527    20.17    46.13     0.00
  UGC06628            6.590    42.30     8.27     42.373     29.969    1.0000    25.63    47.72     0.00
  UGC06628            7.690    42.30     8.27     45.581     28.783    1.0000    31.39    46.74     0.00
  UGC06667            0.870    26.60     4.40      4.893     17.933    0.7996     0.00     6.92     0.00
  UGC06667            1.740    45.20     2.70      7.750     31.401    0.8612     0.00    10.96     0.00
  UGC06667            2.610    57.00     3.90     13.323     41.145    0.9528     8.65    14.33     0.00
  UGC06667            3.500    69.30     3.00     19.968     50.288    1.0000    16.06    16.78     0.00
  UGC06667            4.370    77.30     3.40     22.503     54.741    1.0000    18.32    18.48     0.00
  UGC06667            5.240    80.70     3.90     26.507     55.533    1.0000    22.41    20.02     0.00
  UGC06667            6.110    84.00     3.00     27.927     55.921    1.0000    23.49    21.36     0.00
  UGC06667            6.980    85.00     3.00     30.251     54.451    1.0000    25.65    22.68     0.00
  UGC06667            7.850    85.70     3.40     29.771     52.497    1.0000    24.46    24.00     0.00
  UGC06786            0.160   160.00    36.00    100.128     82.178    0.4384    -1.22     8.07   119.49
  UGC06786            0.320   177.00    30.90    154.468     94.490    0.4686    -1.20    15.74   184.15
  UGC06786            0.490   180.00    25.30    169.537     99.620    0.5004    -1.08    23.42   201.67
  UGC06786            0.650   180.00    32.00    175.038    103.034    0.5335    -0.96    30.30   207.64
  UGC06786            1.300   182.00     4.72    174.452    112.089    0.6141    -0.33    55.43   203.18
  UGC06786            1.460   183.00    10.80    172.845    116.128    0.6521     0.44    61.06   200.04
  UGC06786            1.620   184.00     7.43    171.249    120.222    0.6919     0.74    66.51   196.81
  UGC06786            3.720   206.00     8.42    152.528    153.577    0.9253     4.94   126.30   147.67
  UGC06786            3.890   207.00     4.54    152.227    158.071    0.9744     5.38   130.52   144.55
  UGC06786            4.050   209.00     5.36    151.996    161.373    1.0000     5.86   134.47   141.56
  UGC06786            4.220   210.00     2.43    152.219    161.805    1.0000     6.37   138.94   138.76
  UGC06786            4.260   210.00     4.60    152.327    161.726    1.0000     6.53   140.05   138.12
  UGC06786            4.380   211.00     2.80    152.713    162.258    1.0000     6.92   143.43   136.21
  UGC06786            4.540   213.00     2.18    153.535    163.475    1.0000     7.46   148.24   133.79
  UGC06786            4.710   214.00     7.61    154.845    163.902    1.0000     7.98   153.86   131.35
  UGC06786            4.860   215.00     4.70    156.022    164.368    1.0000     8.49   158.53   129.31
  UGC06786            5.020   215.00     2.34    157.064    164.050    1.0000     9.00   162.82   127.24
  UGC06786            5.180   216.00     2.95    157.691    164.497    1.0000     9.51   166.08   125.27
  UGC06786            5.350   217.00     4.48    158.079    164.923    1.0000    10.02   168.84   123.26
  UGC06786            5.510   217.00     3.99    158.120    164.610    1.0000    10.53   170.67   121.46
  UGC06786            5.680   218.00     5.14    157.780    165.036    1.0000    11.06   171.80   119.61
  UGC06786            5.840   218.00     2.51    157.319    164.726    1.0000    11.59   172.47   117.97
  UGC06786            6.000   219.00     3.95    156.798    165.171    1.0000    12.13   172.94   116.40
  UGC06786            6.150   219.00     7.84    156.358    164.882    1.0000    12.55   173.44   114.95
  UGC06786            6.480   219.00     7.74    155.489    164.255    1.0000    13.72   174.41   111.99
  UGC06786            6.640   219.00     6.69    154.950    163.955    1.0000    14.25   174.58   110.63
  UGC06786            6.810   220.00     6.26    154.270    164.384    1.0000    14.68   174.53   109.24
  UGC06786            7.100   220.00     2.52    152.995    163.711    0.9983    15.64   174.07   106.99
  UGC06786            7.130   220.00    11.40    152.825    160.357    0.9584    15.74   173.95   106.76
  UGC06786            8.520   220.00     2.93    142.236    161.411    1.0000    20.10   162.17    97.67
  UGC06786           10.660   225.00     1.79    131.317    161.242    1.0000    25.95   149.89    87.32
  UGC06786           11.990   228.00     5.71    126.444    160.954    1.0000    28.72   144.35    82.33
  UGC06786           12.100   228.00     9.96    126.092    160.751    1.0000    29.04   143.90    81.96
  UGC06786           12.330   228.00     8.24    125.320    160.326    1.0000    29.36   143.03    81.19
  UGC06786           12.780   229.00     1.74    123.925    160.191    1.0000    30.21   141.37    79.75
  UGC06786           14.930   228.00     1.64    117.546    155.485    1.0000    33.50   133.30    73.78
  UGC06786           17.080   226.00     1.34    111.386    150.140    1.0000    35.21   125.19    68.98
  UGC06786           19.230   226.00     1.39    105.720    146.085    1.0000    35.84   117.76    65.01
  UGC06786           21.270   227.00     1.11    100.481    142.705    1.0000    35.52   111.00    61.81
  UGC06786           23.420   227.00     1.37     96.120    138.233    1.0000    34.46   106.04    58.91
  UGC06786           25.570   224.00     2.79     91.690    131.791    1.0000    32.87   101.01    56.38
  UGC06786           27.720   218.00     9.41     87.529    123.660    1.0000    31.59    96.03    54.15
  UGC06786           29.870   215.00     8.18     84.053    117.301    1.0000    30.53    91.96    52.16
  UGC06786           32.020   219.00     5.06     81.004    114.353    1.0000    29.67    88.37    50.38
  UGC06786           34.050   211.00     7.05     78.503    105.205    1.0000    29.04    85.42    48.86
  UGC06787            0.120   134.00    41.10    149.909     58.741    0.3377    -0.73     7.68   179.06
  UGC06787            0.240   208.00    35.50    233.148     92.942    0.3472    -0.84    14.95   278.38
  UGC06787            0.350   252.00    27.10    259.346    115.097    0.3588    -0.93    21.23   309.46
  UGC06787            0.470   272.00    11.60    269.446    127.412    0.3731    -1.09    27.71   321.20
  UGC06787            0.590   276.00    12.60    271.778    132.531    0.3883    -1.27    33.83   323.58
  UGC06787            0.710   271.00    16.30    271.811    133.241    0.4039    -1.49    39.63   323.15
  UGC06787            0.830   266.00    11.90    269.878    133.779    0.4200    -1.72    45.13   320.31
  UGC06787            0.940   262.00    12.20    267.421    134.602    0.4363    -1.96    49.93   316.84
  UGC06787            1.060   260.00    12.10    266.213    136.640    0.4547    -2.21    54.94   314.79
  UGC06787            1.180   260.00    11.90    265.416    139.887    0.4750    -2.45    59.69   313.21
  UGC06787            1.300   259.00     8.04    264.292    142.819    0.4977    -2.69    64.21   311.21
  UGC06787            1.420   257.00    10.20    263.104    145.409    0.5229    -2.93    68.53   309.11
  UGC06787            1.530   254.00     9.68    261.507    147.489    0.5501    -3.17    72.32   306.55
  UGC06787            1.660   244.00     4.95    259.645    145.697    0.5812    -3.41    76.57   303.54
  UGC06787            1.890   228.00     9.83    255.556    140.814    0.6215    -3.87    83.60   297.20
  UGC06787            2.010   220.00    18.60    253.039    139.388    0.6542    -4.09    87.03   293.40
  UGC06787            2.130   215.00     4.11    250.366    139.556    0.6871    -4.30    90.32   289.39
  UGC06787            2.240   213.00    16.10    247.796    141.294    0.7181    -4.50    93.19   285.56
  UGC06787            3.100   228.00     9.59    227.812    159.847    0.8095    -5.53   112.13   255.35
  UGC06787            3.790   236.00     7.22    212.760    172.816    0.8930    -5.65   121.66   232.68
  UGC06787            3.900   236.00     7.24    210.526    175.063    0.9183    -5.61   122.76   229.34
  UGC06787            4.140   237.00     8.26    206.219    178.578    0.9522    -5.45   124.89   222.83
  UGC06787            4.250   237.00     4.07    204.320    179.747    0.9670    -5.32   125.78   219.95
  UGC06787            4.370   237.00     4.04    202.354    180.566    0.9785    -5.15   126.75   216.93
  UGC06787            4.490   237.00     1.94    200.505    181.123    0.9872    -4.93   127.73   214.04
  UGC06787            4.610   237.00     1.49    198.739    181.654    0.9957    -4.62   128.73   211.23
  UGC06787            4.720   236.00     2.38    197.213    181.046    1.0000    -4.24   129.65   208.76
  UGC06787            5.160   235.00     2.40    192.019    179.397    1.0000    -1.43   133.70   199.77
  UGC06787            5.430   234.00     4.05    189.375    178.117    1.0000     3.32   136.22   194.84
  UGC06787            5.560   233.00     3.03    188.204    177.114    1.0000     4.20   137.40   192.59
  UGC06787            5.670   233.00     2.48    187.228    176.913    1.0000     4.99   138.33   190.72
  UGC06787            5.790   233.00     3.03    186.172    176.695    1.0000     5.73   139.24   188.73
  UGC06787            5.910   232.00     6.70    184.940    175.724    1.0000     6.43   139.93   186.59
  UGC06787            6.030   232.00     7.44    183.831    175.513    1.0000     7.14   140.45   184.70
  UGC06787            6.200   232.00     1.64    182.355    175.218    1.0000     8.18   141.04   182.21
  UGC06787            6.500   233.00    14.30    179.824    175.456    1.0000     9.96   142.01   177.90
  UGC06787            6.850   235.00     7.57    177.231    176.360    1.0000    11.78   143.12   173.33
  UGC06787            6.980   236.00     3.05    176.344    176.886    1.0000    12.31   143.59   171.70
  UGC06787            7.090   236.00     2.91    175.659    176.697    1.0000    12.85   144.05   170.36
  UGC06787            7.210   237.00     4.07    174.965    177.239    1.0000    13.38   144.62   168.93
  UGC06787            7.220   238.00     2.02    174.919    177.969    1.0000    13.48   144.67   168.82
  UGC06787            7.330   238.00     6.76    174.320    177.778    1.0000    13.91   145.21   167.55
  UGC06787            7.450   239.00     3.49    173.675    178.315    1.0000    14.44   145.73   166.20
  UGC06787            7.560   240.00    10.10    173.048    178.868    1.0000    14.86   146.08   164.99
  UGC06787            8.260   247.00     0.85    168.133    182.800    1.0000    17.52   144.87   157.97
  UGC06787            8.980   252.00     8.91    162.754    185.122    1.0000    19.64   141.68   151.50
  UGC06787            9.090   253.00     7.13    161.963    185.643    1.0000    19.85   141.18   150.58
  UGC06787            9.300   254.00     0.73    160.464    185.965    1.0000    20.28   140.17   148.87
  UGC06787           10.320   253.00     0.96    153.323    183.268    1.0000    21.76   134.57   141.32
  UGC06787           11.380   247.00     1.99    147.542    177.019    1.0000    22.29   131.10   134.58
  UGC06787           12.400   238.00     3.15    142.494    168.936    1.0000    22.29   127.84   128.93
  UGC06787           13.410   229.00     1.67    138.341    161.130    1.0000    21.87   125.70   123.98
  UGC06787           14.430   223.00     3.52    134.380    155.625    1.0000    21.55   123.24   119.52
  UGC06787           15.440   220.00     1.13    130.700    152.347    1.0000    21.55   120.61   115.54
  UGC06787           16.570   220.00     1.12    127.007    151.062    1.0000    22.08   117.78   111.53
  UGC06787           17.580   224.00     1.93    124.064    152.635    1.0000    22.61   115.53   108.28
  UGC06787           18.600   228.00     2.04    121.208    154.121    1.0000    23.25   113.08   105.27
  UGC06787           19.610   234.00     2.55    118.436    156.867    1.0000    24.20   110.31   102.52
  UGC06787           20.620   239.00     2.91    116.144    158.819    1.0000    26.01   107.85    99.98
  UGC06787           21.640   243.00     3.08    114.340    159.981    1.0000    28.66   105.68    97.60
  UGC06787           22.770   245.00     3.60    112.748    159.573    1.0000    31.74   103.62    95.14
  UGC06787           23.780   247.00     2.67    111.532    159.282    1.0000    34.40   101.87    93.10
  UGC06787           24.790   249.00     3.37    110.150    158.920    1.0000    36.31    99.95    91.18
  UGC06787           25.810   250.00     2.08    108.479    157.841    1.0000    37.37    97.79    89.36
  UGC06787           26.820   251.00     1.68    106.775    156.726    1.0000    37.79    95.84    87.67
  UGC06787           27.840   251.00     2.78    105.113    154.924    1.0000    37.79    94.22    86.04
  UGC06787           29.410   248.00     3.40    102.447    150.301    1.0000    37.26    91.66    83.72
  UGC06787           30.990   246.00     2.91     99.627    146.295    1.0000    36.63    88.64    81.55
  UGC06787           32.570   249.00     3.46     97.032    145.148    1.0000    35.88    86.00    79.55
  UGC06787           34.030   252.00     3.23     94.991    143.989    1.0000    35.14    84.24    77.83
  UGC06787           37.190   255.00     4.16     90.360    138.748    1.0000    33.12    79.85    74.45
  UGC06818            0.870    23.40     5.55     19.654     15.168    0.7522     3.13    27.44     0.00
  UGC06818            1.740    28.00     5.20     27.680     18.619    0.7993     4.07    38.72     0.00
  UGC06818            2.610    36.70     4.25     29.740     24.922    0.8434     7.08    40.85     0.00
  UGC06818            3.500    47.60     4.25     31.134     33.230    0.9087    10.56    41.42     0.00
  UGC06818            4.370    63.30     4.75     31.422     45.522    1.0000    13.36    40.22     0.00
  UGC06818            5.240    71.20     5.25     32.731     49.755    1.0000    17.35    39.25     0.00
  UGC06818            6.110    68.10     6.00     32.642     46.042    1.0000    19.51    37.01     0.00
  UGC06818            6.980    74.40     6.00     32.265     48.401    1.0000    20.91    34.75     0.00
  UGC06917            1.740    59.20     3.50     39.775     43.586    1.0000     0.00    56.25     0.00
  UGC06917            2.610    71.20     4.00     41.783     51.644    1.0000     0.00    59.09     0.00
  UGC06917            3.500    84.50     4.40     44.109     60.213    1.0000     6.40    61.72     0.00
  UGC06917            4.370    93.50     4.50     47.389     65.272    1.0000    14.66    63.73     0.00
  UGC06917            5.240    97.50     3.50     48.913     66.526    1.0000    17.89    64.38     0.00
  UGC06917            6.110   100.00     3.50     50.045     66.576    1.0000    20.91    64.30     0.00
  UGC06917            6.980   101.00     4.00     51.743     65.505    1.0000    24.79    64.23     0.00
  UGC06917            7.850   103.00     3.50     52.363     64.940    1.0000    27.59    62.94     0.00
  UGC06917            8.720   105.00     4.00     52.590     64.154    1.0000    29.10    61.95     0.00
  UGC06917            9.600   110.00     4.90     53.984     64.760    1.0000    32.76    60.68     0.00
  UGC06917           10.470   111.00     6.00     56.303     62.563    1.0000    36.86    60.19     0.00
  UGC06923            0.930    40.50     7.35     36.986     22.009    0.5295     9.26    50.64     0.00
  UGC06923            1.940    53.90     5.90     42.347     31.142    0.5988    16.49    55.16     0.00
  UGC06923            2.870    73.00     4.70     45.333     45.284    0.7001    21.98    56.07     0.00
  UGC06923            3.720    78.40     3.90     46.722     53.160    0.8678    25.00    55.82     0.00
  UGC06923            4.470    79.30     5.30     47.372     56.016    1.0000    28.23    53.80     0.00
  UGC06923            5.160    81.10     5.10     47.913     55.196    1.0000    30.82    51.88     0.00
  UGC06930            1.740    54.70     8.30     37.208     34.096    0.6652     0.00    52.62     0.00
  UGC06930            3.500    85.40     7.00     42.714     56.413    0.7578     5.24    59.95     0.00
  UGC06930            5.240    93.80     6.20     47.783     66.222    0.8908    17.89    62.66     0.00
  UGC06930            6.980    98.70     5.20     52.847     72.246    1.0000    25.97    65.09     0.00
  UGC06930            8.720   103.00     5.20     55.990     73.427    1.0000    29.85    66.99     0.00
  UGC06930           10.470   107.00     5.20     58.686     74.053    1.0000    34.48    67.16     0.00
  UGC06930           12.190   109.00     5.20     60.561     72.993    1.0000    40.30    63.93     0.00
  UGC06930           13.940   108.00     7.40     59.942     69.674    1.0000    42.57    59.68     0.00
  UGC06930           15.680   108.00     7.40     55.924     66.842    1.0000    40.84    54.03     0.00
  UGC06930           16.610   108.00     7.40     54.174     65.214    1.0000    39.98    51.70     0.00
  UGC06973            1.740   170.00     4.70    259.717    104.595    0.6662     2.96   330.95   134.59
  UGC06973            2.610   174.00     4.20    221.001    117.472    0.8237    15.30   283.41   109.85
  UGC06973            3.500   170.00     4.20    195.717    123.393    1.0000    20.26   251.38    94.86
  UGC06973            4.370   170.00     4.30    174.747    119.780    1.0000    23.49   223.34    84.89
  UGC06973            5.320   171.00     4.80    160.091    116.452    1.0000    28.67   203.29    76.94
  UGC06973            6.280   174.00     4.90    148.229    114.073    1.0000    33.19   186.33    70.82
  UGC06973            6.810   177.00    10.10    142.034    113.334    1.0000    32.98   178.04    68.00
